000106	会社	http://collab.open-opinion.org/resource/Feature/000106	Word	1007	339
000107	権利	http://collab.open-opinion.org/resource/Feature/000107	Word	999	246
000108	状態	http://collab.open-opinion.org/resource/Feature/000108	Word	996	449
000109	昭和	http://collab.open-opinion.org/resource/Feature/000109	Word	990	265
000110	増加	http://collab.open-opinion.org/resource/Feature/000110	Word	966	326
000111	意味	http://collab.open-opinion.org/resource/Feature/000111	Word	956	383
000112	運動	http://collab.open-opinion.org/resource/Feature/000112	Word	950	300
000113	計画	http://collab.open-opinion.org/resource/Feature/000113	Word	948	250
000114	効果	http://collab.open-opinion.org/resource/Feature/000114	Word	945	312
000115	呼ばれる	http://collab.open-opinion.org/resource/Feature/000115	Word	938	514
000116	社会的	http://collab.open-opinion.org/resource/Feature/000116	Word	933	327
000117	国家	http://collab.open-opinion.org/resource/Feature/000117	Word	931	274
000118	自由	http://collab.open-opinion.org/resource/Feature/000118	Word	929	318
000119	消費	http://collab.open-opinion.org/resource/Feature/000119	Word	926	253
000120	防止	http://collab.open-opinion.org/resource/Feature/000120	Word	925	329
000121	テレビ	http://collab.open-opinion.org/resource/Feature/000121	Word	914	243
000122	責任	http://collab.open-opinion.org/resource/Feature/000122	Word	908	308
000123	人口	http://collab.open-opinion.org/resource/Feature/000123	Word	904	192
000124	商品	http://collab.open-opinion.org/resource/Feature/000124	Word	903	222
000125	組織	http://collab.open-opinion.org/resource/Feature/000125	Word	903	341
000126	生徒	http://collab.open-opinion.org/resource/Feature/000126	Word	901	129
000127	契約	http://collab.open-opinion.org/resource/Feature/000127	Word	900	180
000128	サイト	http://collab.open-opinion.org/resource/Feature/000128	Word	897	270
000129	男性	http://collab.open-opinion.org/resource/Feature/000129	Word	896	241
000130	政策	http://collab.open-opinion.org/resource/Feature/000130	Word	894	267
000131	個人	http://collab.open-opinion.org/resource/Feature/000131	Word	889	359
000132	労働者	http://collab.open-opinion.org/resource/Feature/000132	Word	885	165
000133	医師	http://collab.open-opinion.org/resource/Feature/000133	Word	885	144
000134	電話	http://collab.open-opinion.org/resource/Feature/000134	Word	882	215
000135	精神	http://collab.open-opinion.org/resource/Feature/000135	Word	876	237
000136	対応	http://collab.open-opinion.org/resource/Feature/000136	Word	875	376
000137	歴史	http://collab.open-opinion.org/resource/Feature/000137	Word	871	452
000138	性的	http://collab.open-opinion.org/resource/Feature/000138	Word	869	128
000139	可能性	http://collab.open-opinion.org/resource/Feature/000139	Word	869	389
000140	ケース	http://collab.open-opinion.org/resource/Feature/000140	Word	867	365
000141	貧困	http://collab.open-opinion.org/resource/Feature/000141	Word	863	172
000142	見られる	http://collab.open-opinion.org/resource/Feature/000142	Word	858	402
000143	実施	http://collab.open-opinion.org/resource/Feature/000143	Word	857	314
000144	時間	http://collab.open-opinion.org/resource/Feature/000144	Word	856	278
000145	以降	http://collab.open-opinion.org/resource/Feature/000145	Word	852	401
000146	参照	http://collab.open-opinion.org/resource/Feature/000146	Word	852	403
000147	その後	http://collab.open-opinion.org/resource/Feature/000147	Word	850	455
000148	時代	http://collab.open-opinion.org/resource/Feature/000148	Word	847	409
000149	作品	http://collab.open-opinion.org/resource/Feature/000149	Word	845	228
000150	判決	http://collab.open-opinion.org/resource/Feature/000150	Word	838	226
000151	警察	http://collab.open-opinion.org/resource/Feature/000151	Word	830	276
000152	与える	http://collab.open-opinion.org/resource/Feature/000152	Word	828	420
000153	方法	http://collab.open-opinion.org/resource/Feature/000153	Word	826	367
000154	文化	http://collab.open-opinion.org/resource/Feature/000154	Word	824	314
000155	中心	http://collab.open-opinion.org/resource/Feature/000155	Word	820	385
000156	協会	http://collab.open-opinion.org/resource/Feature/000156	Word	814	296
000157	事実	http://collab.open-opinion.org/resource/Feature/000157	Word	812	356
000158	条約	http://collab.open-opinion.org/resource/Feature/000158	Word	812	112
000159	メディア	http://collab.open-opinion.org/resource/Feature/000159	Word	804	265
000160	規定	http://collab.open-opinion.org/resource/Feature/000160	Word	800	266
000161	センター	http://collab.open-opinion.org/resource/Feature/000161	Word	799	315
000162	雇用	http://collab.open-opinion.org/resource/Feature/000162	Word	798	171
000163	大きい	http://collab.open-opinion.org/resource/Feature/000163	Word	797	406
000164	提供	http://collab.open-opinion.org/resource/Feature/000164	Word	795	326
000165	自然	http://collab.open-opinion.org/resource/Feature/000165	Word	791	225
000166	訴訟	http://collab.open-opinion.org/resource/Feature/000166	Word	790	213
000167	交通	http://collab.open-opinion.org/resource/Feature/000167	Word	789	168
000168	万円	http://collab.open-opinion.org/resource/Feature/000168	Word	787	235
000169	大阪	http://collab.open-opinion.org/resource/Feature/000169	Word	787	248
000170	映画	http://collab.open-opinion.org/resource/Feature/000170	Word	785	197
000171	傾向	http://collab.open-opinion.org/resource/Feature/000171	Word	781	324
000172	示す	http://collab.open-opinion.org/resource/Feature/000172	Word	780	355
000173	判断	http://collab.open-opinion.org/resource/Feature/000173	Word	779	331
000174	知る	http://collab.open-opinion.org/resource/Feature/000174	Word	778	443
000175	子ども	http://collab.open-opinion.org/resource/Feature/000175	Word	778	174
000176	同様	http://collab.open-opinion.org/resource/Feature/000176	Word	774	432
000177	産業	http://collab.open-opinion.org/resource/Feature/000177	Word	771	270
000178	政治	http://collab.open-opinion.org/resource/Feature/000178	Word	768	293
000179	施設	http://collab.open-opinion.org/resource/Feature/000179	Word	768	277
000180	強い	http://collab.open-opinion.org/resource/Feature/000180	Word	762	399
000181	表示	http://collab.open-opinion.org/resource/Feature/000181	Word	762	152
000182	健康	http://collab.open-opinion.org/resource/Feature/000182	Word	758	230
000183	取引	http://collab.open-opinion.org/resource/Feature/000183	Word	758	162
000184	行政	http://collab.open-opinion.org/resource/Feature/000184	Word	754	315
000185	意見	http://collab.open-opinion.org/resource/Feature/000185	Word	754	305
000186	基本	http://collab.open-opinion.org/resource/Feature/000186	Word	748	331
000187	国民	http://collab.open-opinion.org/resource/Feature/000187	Word	745	290
000188	地方	http://collab.open-opinion.org/resource/Feature/000188	Word	745	288
000189	人権	http://collab.open-opinion.org/resource/Feature/000189	Word	741	205
000190	自分	http://collab.open-opinion.org/resource/Feature/000190	Word	741	301
000191	暴力	http://collab.open-opinion.org/resource/Feature/000191	Word	727	209
000192	述べる	http://collab.open-opinion.org/resource/Feature/000192	Word	726	283
000193	インターネット	http://collab.open-opinion.org/resource/Feature/000193	Word	725	242
000194	被害者	http://collab.open-opinion.org/resource/Feature/000194	Word	725	215
000195	少ない	http://collab.open-opinion.org/resource/Feature/000195	Word	721	394
000196	事例	http://collab.open-opinion.org/resource/Feature/000196	Word	720	331
000197	全国	http://collab.open-opinion.org/resource/Feature/000197	Word	719	330
000198	異なる	http://collab.open-opinion.org/resource/Feature/000198	Word	718	400
000199	法人	http://collab.open-opinion.org/resource/Feature/000199	Word	716	256
000200	逮捕	http://collab.open-opinion.org/resource/Feature/000200	Word	709	251
000201	試験	http://collab.open-opinion.org/resource/Feature/000201	Word	704	127
000202	病院	http://collab.open-opinion.org/resource/Feature/000202	Word	701	162
000203	少年	http://collab.open-opinion.org/resource/Feature/000203	Word	700	151
000204	サービス	http://collab.open-opinion.org/resource/Feature/000204	Word	697	233
000205	業者	http://collab.open-opinion.org/resource/Feature/000205	Word	697	201
000206	患者	http://collab.open-opinion.org/resource/Feature/000206	Word	692	136
000207	家庭	http://collab.open-opinion.org/resource/Feature/000207	Word	691	225
000208	裁判	http://collab.open-opinion.org/resource/Feature/000208	Word	684	217
000209	国内	http://collab.open-opinion.org/resource/Feature/000209	Word	683	295
000210	物質	http://collab.open-opinion.org/resource/Feature/000210	Word	682	157
000211	業務	http://collab.open-opinion.org/resource/Feature/000211	Word	670	219
000212	保険	http://collab.open-opinion.org/resource/Feature/000212	Word	667	122
000213	米国	http://collab.open-opinion.org/resource/Feature/000213	Word	666	227
000214	記者	http://collab.open-opinion.org/resource/Feature/000214	Word	666	156
000215	評価	http://collab.open-opinion.org/resource/Feature/000215	Word	664	279
000216	減少	http://collab.open-opinion.org/resource/Feature/000216	Word	662	210
000217	定義	http://collab.open-opinion.org/resource/Feature/000217	Word	658	257
000218	汚染	http://collab.open-opinion.org/resource/Feature/000218	Word	657	141
000219	住宅	http://collab.open-opinion.org/resource/Feature/000219	Word	653	158
000220	指導	http://collab.open-opinion.org/resource/Feature/000220	Word	652	215
000221	基づく	http://collab.open-opinion.org/resource/Feature/000221	Word	644	358
000222	参加	http://collab.open-opinion.org/resource/Feature/000222	Word	640	274
000223	生物	http://collab.open-opinion.org/resource/Feature/000223	Word	638	134
000224	用語	http://collab.open-opinion.org/resource/Feature/000224	Word	636	264
000225	ネット	http://collab.open-opinion.org/resource/Feature/000225	Word	634	194
000226	出す	http://collab.open-opinion.org/resource/Feature/000226	Word	630	354
000227	違反	http://collab.open-opinion.org/resource/Feature/000227	Word	629	254
000228	地球	http://collab.open-opinion.org/resource/Feature/000228	Word	628	100
000229	行動	http://collab.open-opinion.org/resource/Feature/000229	Word	627	247
000230	多数	http://collab.open-opinion.org/resource/Feature/000230	Word	624	335
000231	危険	http://collab.open-opinion.org/resource/Feature/000231	Word	623	283
000232	確認	http://collab.open-opinion.org/resource/Feature/000232	Word	622	282
000233	戦争	http://collab.open-opinion.org/resource/Feature/000233	Word	622	186
000234	いる	http://collab.open-opinion.org/resource/Feature/000234	Word	622	353
000235	住民	http://collab.open-opinion.org/resource/Feature/000235	Word	619	231
000236	規模	http://collab.open-opinion.org/resource/Feature/000236	Word	619	275
000237	考えられる	http://collab.open-opinion.org/resource/Feature/000237	Word	617	299
000238	指す	http://collab.open-opinion.org/resource/Feature/000238	Word	617	381
000239	ニュータウン	http://collab.open-opinion.org/resource/Feature/000239	Word	616	14
000240	使われる	http://collab.open-opinion.org/resource/Feature/000240	Word	613	288
000241	掲載	http://collab.open-opinion.org/resource/Feature/000241	Word	610	223
000242	伴う	http://collab.open-opinion.org/resource/Feature/000242	Word	610	337
000243	外国	http://collab.open-opinion.org/resource/Feature/000243	Word	608	206
000244	専門	http://collab.open-opinion.org/resource/Feature/000244	Word	607	288
000245	起こる	http://collab.open-opinion.org/resource/Feature/000245	Word	607	321
000246	宗教	http://collab.open-opinion.org/resource/Feature/000246	Word	604	146
000247	広告	http://collab.open-opinion.org/resource/Feature/000247	Word	603	138
000248	財産	http://collab.open-opinion.org/resource/Feature/000248	Word	601	150
000249	製造	http://collab.open-opinion.org/resource/Feature/000249	Word	599	181
000250	殺人	http://collab.open-opinion.org/resource/Feature/000250	Word	598	163
000251	指定	http://collab.open-opinion.org/resource/Feature/000251	Word	598	167
000252	アメリカ合衆国	http://collab.open-opinion.org/resource/Feature/000252	Word	595	244
000253	参考	http://collab.open-opinion.org/resource/Feature/000253	Word	594	479
000254	イギリス	http://collab.open-opinion.org/resource/Feature/000254	Word	593	218
000255	会議	http://collab.open-opinion.org/resource/Feature/000255	Word	593	227
000256	集団	http://collab.open-opinion.org/resource/Feature/000256	Word	593	200
000257	定める	http://collab.open-opinion.org/resource/Feature/000257	Word	592	268
000258	製品	http://collab.open-opinion.org/resource/Feature/000258	Word	591	162
000259	ガス	http://collab.open-opinion.org/resource/Feature/000259	Word	587	116
000260	消費者	http://collab.open-opinion.org/resource/Feature/000260	Word	587	171
000261	機能	http://collab.open-opinion.org/resource/Feature/000261	Word	587	245
000262	無い	http://collab.open-opinion.org/resource/Feature/000262	Word	587	322
000263	著作権	http://collab.open-opinion.org/resource/Feature/000263	Word	587	78
000264	ニュース	http://collab.open-opinion.org/resource/Feature/000264	Word	586	241
000265	用いられる	http://collab.open-opinion.org/resource/Feature/000265	Word	586	279
000266	人々	http://collab.open-opinion.org/resource/Feature/000266	Word	586	275
000267	公開	http://collab.open-opinion.org/resource/Feature/000267	Word	583	216
000268	人物	http://collab.open-opinion.org/resource/Feature/000268	Word	579	290
000269	認められる	http://collab.open-opinion.org/resource/Feature/000269	Word	578	277
000270	挙げる	http://collab.open-opinion.org/resource/Feature/000270	Word	576	346
000271	家族	http://collab.open-opinion.org/resource/Feature/000271	Word	574	255
000272	設置	http://collab.open-opinion.org/resource/Feature/000272	Word	572	278
000273	動物	http://collab.open-opinion.org/resource/Feature/000273	Word	572	145
000274	英語	http://collab.open-opinion.org/resource/Feature/000274	Word	571	284
000275	様々	http://collab.open-opinion.org/resource/Feature/000275	Word	568	331
000276	携帯	http://collab.open-opinion.org/resource/Feature/000276	Word	564	114
000277	登録	http://collab.open-opinion.org/resource/Feature/000277	Word	564	143
000278	ほか	http://collab.open-opinion.org/resource/Feature/000278	Word	563	340
000279	説明	http://collab.open-opinion.org/resource/Feature/000279	Word	563	258
000280	処分	http://collab.open-opinion.org/resource/Feature/000280	Word	555	222
000281	含まれる	http://collab.open-opinion.org/resource/Feature/000281	Word	555	313
000282	導入	http://collab.open-opinion.org/resource/Feature/000282	Word	553	217
000283	制限	http://collab.open-opinion.org/resource/Feature/000283	Word	551	232
000284	低下	http://collab.open-opinion.org/resource/Feature/000284	Word	550	205
000285	文学	http://collab.open-opinion.org/resource/Feature/000285	Word	550	118
000286	システム	http://collab.open-opinion.org/resource/Feature/000286	Word	547	243
000287	強制	http://collab.open-opinion.org/resource/Feature/000287	Word	547	196
000288	就職	http://collab.open-opinion.org/resource/Feature/000288	Word	545	97
000289	変化	http://collab.open-opinion.org/resource/Feature/000289	Word	544	223
000290	思う	http://collab.open-opinion.org/resource/Feature/000290	Word	542	269
000291	厚生	http://collab.open-opinion.org/resource/Feature/000291	Word	542	168
000292	視聴	http://collab.open-opinion.org/resource/Feature/000292	Word	542	82
000293	朝日新聞	http://collab.open-opinion.org/resource/Feature/000293	Word	541	185
000294	ダム	http://collab.open-opinion.org/resource/Feature/000294	Word	539	37
000295	発言	http://collab.open-opinion.org/resource/Feature/000295	Word	539	192
000296	反対	http://collab.open-opinion.org/resource/Feature/000296	Word	536	214
000297	要因	http://collab.open-opinion.org/resource/Feature/000297	Word	535	252
000298	現象	http://collab.open-opinion.org/resource/Feature/000298	Word	533	226
000299	万人	http://collab.open-opinion.org/resource/Feature/000299	Word	533	184
000300	特別	http://collab.open-opinion.org/resource/Feature/000300	Word	530	266
000301	ドイツ	http://collab.open-opinion.org/resource/Feature/000301	Word	530	187
000302	道路	http://collab.open-opinion.org/resource/Feature/000302	Word	529	133
000303	通信	http://collab.open-opinion.org/resource/Feature/000303	Word	529	172
000304	期間	http://collab.open-opinion.org/resource/Feature/000304	Word	528	234
000305	全体	http://collab.open-opinion.org/resource/Feature/000305	Word	526	297
000306	東京都	http://collab.open-opinion.org/resource/Feature/000306	Word	524	228
000307	明らか	http://collab.open-opinion.org/resource/Feature/000307	Word	523	307
000308	自身	http://collab.open-opinion.org/resource/Feature/000308	Word	523	277
000309	車両	http://collab.open-opinion.org/resource/Feature/000309	Word	522	67
000310	違法	http://collab.open-opinion.org/resource/Feature/000310	Word	521	189
000311	現代	http://collab.open-opinion.org/resource/Feature/000311	Word	520	245
000312	自動車	http://collab.open-opinion.org/resource/Feature/000312	Word	518	140
000313	生産	http://collab.open-opinion.org/resource/Feature/000313	Word	518	190
000314	代表	http://collab.open-opinion.org/resource/Feature/000314	Word	516	298
000315	取材	http://collab.open-opinion.org/resource/Feature/000315	Word	515	157
000316	請求	http://collab.open-opinion.org/resource/Feature/000316	Word	514	171
000317	生じる	http://collab.open-opinion.org/resource/Feature/000317	Word	512	275
000318	詐欺	http://collab.open-opinion.org/resource/Feature/000318	Word	512	119
000319	部分	http://collab.open-opinion.org/resource/Feature/000319	Word	512	276
000320	総合	http://collab.open-opinion.org/resource/Feature/000320	Word	511	200
000321	通常	http://collab.open-opinion.org/resource/Feature/000321	Word	510	283
000322	不正	http://collab.open-opinion.org/resource/Feature/000322	Word	510	133
000323	採用	http://collab.open-opinion.org/resource/Feature/000323	Word	509	197
000324	能力	http://collab.open-opinion.org/resource/Feature/000324	Word	508	202
000325	捜査	http://collab.open-opinion.org/resource/Feature/000325	Word	507	162
000326	改正	http://collab.open-opinion.org/resource/Feature/000326	Word	504	192
000327	鉄道	http://collab.open-opinion.org/resource/Feature/000327	Word	503	108
000328	有害	http://collab.open-opinion.org/resource/Feature/000328	Word	503	117
000329	近年	http://collab.open-opinion.org/resource/Feature/000329	Word	502	313
000330	青少年	http://collab.open-opinion.org/resource/Feature/000330	Word	500	75
000331	起きる	http://collab.open-opinion.org/resource/Feature/000331	Word	499	286
000332	整備	http://collab.open-opinion.org/resource/Feature/000332	Word	499	182
000333	知的	http://collab.open-opinion.org/resource/Feature/000333	Word	498	114
000334	入る	http://collab.open-opinion.org/resource/Feature/000334	Word	496	315
000335	文献	http://collab.open-opinion.org/resource/Feature/000335	Word	495	421
000336	低い	http://collab.open-opinion.org/resource/Feature/000336	Word	494	244
000337	抗議	http://collab.open-opinion.org/resource/Feature/000337	Word	494	128
000338	困難	http://collab.open-opinion.org/resource/Feature/000338	Word	493	284
000339	扱う	http://collab.open-opinion.org/resource/Feature/000339	Word	493	275
000340	特許	http://collab.open-opinion.org/resource/Feature/000340	Word	492	50
000341	書く	http://collab.open-opinion.org/resource/Feature/000341	Word	492	258
000342	失業	http://collab.open-opinion.org/resource/Feature/000342	Word	491	84
000343	意識	http://collab.open-opinion.org/resource/Feature/000343	Word	489	225
000344	処理	http://collab.open-opinion.org/resource/Feature/000344	Word	489	180
000345	起こす	http://collab.open-opinion.org/resource/Feature/000345	Word	488	276
000346	全て	http://collab.open-opinion.org/resource/Feature/000346	Word	487	249
000347	取る	http://collab.open-opinion.org/resource/Feature/000347	Word	487	284
000348	データ	http://collab.open-opinion.org/resource/Feature/000348	Word	487	188
000349	世紀	http://collab.open-opinion.org/resource/Feature/000349	Word	487	211
000350	変更	http://collab.open-opinion.org/resource/Feature/000350	Word	481	178
000351	倫理	http://collab.open-opinion.org/resource/Feature/000351	Word	481	132
000352	適用	http://collab.open-opinion.org/resource/Feature/000352	Word	481	199
000353	検討	http://collab.open-opinion.org/resource/Feature/000353	Word	479	237
000354	容疑	http://collab.open-opinion.org/resource/Feature/000354	Word	478	187
000355	デモ	http://collab.open-opinion.org/resource/Feature/000355	Word	477	47
000356	議論	http://collab.open-opinion.org/resource/Feature/000356	Word	477	213
000357	日本語	http://collab.open-opinion.org/resource/Feature/000357	Word	476	216
000358	一つ	http://collab.open-opinion.org/resource/Feature/000358	Word	474	307
000359	発展	http://collab.open-opinion.org/resource/Feature/000359	Word	474	268
000360	原則	http://collab.open-opinion.org/resource/Feature/000360	Word	473	196
000361	過去	http://collab.open-opinion.org/resource/Feature/000361	Word	472	253
000362	脚注関連	http://collab.open-opinion.org/resource/Feature/000362	Word	471	471
000363	報告書	http://collab.open-opinion.org/resource/Feature/000363	Word	470	166
000364	市場	http://collab.open-opinion.org/resource/Feature/000364	Word	469	153
000365	なす	http://collab.open-opinion.org/resource/Feature/000365	Word	469	283
000366	至る	http://collab.open-opinion.org/resource/Feature/000366	Word	468	285
000367	購入	http://collab.open-opinion.org/resource/Feature/000367	Word	468	197
000368	雑誌	http://collab.open-opinion.org/resource/Feature/000368	Word	467	179
000369	増える	http://collab.open-opinion.org/resource/Feature/000369	Word	467	252
000370	民間	http://collab.open-opinion.org/resource/Feature/000370	Word	466	186
000371	解決	http://collab.open-opinion.org/resource/Feature/000371	Word	466	212
000372	歯科	http://collab.open-opinion.org/resource/Feature/000372	Word	464	20
000373	賠償	http://collab.open-opinion.org/resource/Feature/000373	Word	462	161
000374	開始	http://collab.open-opinion.org/resource/Feature/000374	Word	462	217
000375	マスコミ	http://collab.open-opinion.org/resource/Feature/000375	Word	462	179
000376	高齢	http://collab.open-opinion.org/resource/Feature/000376	Word	461	132
000377	衛生	http://collab.open-opinion.org/resource/Feature/000377	Word	461	136
000378	一般的	http://collab.open-opinion.org/resource/Feature/000378	Word	460	291
000379	建設	http://collab.open-opinion.org/resource/Feature/000379	Word	459	156
000380	許可	http://collab.open-opinion.org/resource/Feature/000380	Word	459	154
